Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Duration
9269,Pretty much.,Monica,neutral,neutral,926,11,6,2,2023-05-02 00:03:33.880,2023-05-02 00:03:34.548,0.668
9270,All right.,Chandler,neutral,neutral,926,12,6,2,2023-05-02 00:03:34.548,2023-05-02 00:03:35.774,1.226
9271,Hey Monica!,Joey,joy,positive,926,13,6,2,2023-05-02 00:03:36.841,2023-05-02 00:03:37.603,0.762
9272,Hi!,Monica,joy,positive,926,14,6,2,2023-05-02 00:03:37.603,2023-05-02 00:03:38.065,0.462
9273,"Hey man, you feeling any better?",Joey,neutral,neutral,926,15,6,2,2023-05-02 00:03:38.065,2023-05-02 00:03:39.097,1.032
9274,"Joey, we have something to tell you.",Monica,neutral,neutral,926,16,6,2,2023-05-02 00:03:43.306,2023-05-02 00:03:46.600,3.294
9275,Oh my God! Youre pregnant!,Joey,surprise,positive,926,17,6,2,2023-05-02 00:03:47.644,2023-05-02 00:03:50.854,3.2100000000000004
9276,"Yeah, if you get married in Vegas, youre only married in Vegas.",Phoebe,neutral,neutral,927,0,6,1,2023-05-02 00:01:15.200,2023-05-02 00:01:18.160,2.96
9277,What are you talking about? If you get married in Vegas youre married everywhere.,Monica,neutral,neutral,927,1,6,1,2023-05-02 00:01:20.371,2023-05-02 00:01:23.248,2.8770000000000002
9278,Really?!,Phoebe,surprise,negative,927,2,6,1,2023-05-02 00:01:23.416,2023-05-02 00:01:24.586,1.1700000000000002
9279,Yeah!,Monica,neutral,neutral,927,3,6,1,2023-05-02 00:01:25.210,2023-05-02 00:01:26.251,1.0410000000000001
9280,Oh my God!Eh! Well,Phoebe,surprise,negative,927,4,6,1,2023-05-02 00:01:27.170,2023-05-02 00:01:31.882,4.712000000000001
9282,Hes gonna go up to the counter with,Richard,neutral,neutral,928,1,3,13,2023-05-02 00:02:07.502,2023-05-02 00:02:09.545,2.043
9283,Yeah.,Monica,neutral,neutral,928,2,3,13,2023-05-02 00:02:18.096,2023-05-02 00:02:19.148,1.052
9284,I missed this.,Richard,joy,positive,928,3,3,13,2023-05-02 00:02:19.148,2023-05-02 00:02:19.932,0.784
9285,Me too.,Monica,anger,negative,928,4,3,13,2023-05-02 00:02:20.056,2023-05-02 00:02:21.431,1.375
9286,"So, you wanna get a hamburger or something?",Richard,neutral,neutral,928,5,3,13,2023-05-02 00:02:21.599,2023-05-02 00:02:23.392,1.7930000000000001
9287,Yes! Yes! Yes! Yes! Awww!,The Guys,joy,positive,929,0,3,9,2023-05-02 00:00:03.795,2023-05-02 00:00:06.672,2.8770000000000002
9288,"Hey, its your Thanksgiving too, y'know, instead of watching football, you could help.",Phoebe,anger,negative,929,1,3,9,2023-05-02 00:00:06.840,2023-05-02 00:00:11.301,4.461
9289,We will.,The Guys,neutral,neutral,929,2,3,9,2023-05-02 00:00:11.469,2023-05-02 00:00:13.178,1.709
9290,"Okay, Rachel, you wanna put the marshmellows in concentric circles.",Monica,neutral,neutral,929,3,3,9,2023-05-02 00:00:14.305,2023-05-02 00:00:17.975,3.6700000000000004
9292,Every year.,Monica,neutral,neutral,929,5,3,9,2023-05-02 00:00:34.200,2023-05-02 00:00:36.076,1.8760000000000001
9294,Hey! Ross!,Phoebe,joy,positive,930,0,7,6,2023-05-02 00:02:15.051,2023-05-02 00:02:17.511,2.46
9295,Die Hard,Chandler,neutral,neutral,930,1,7,6,2023-05-02 00:02:17.804,2023-05-02 00:02:21.098,3.294
9296,"Yep. Hey, what do you say we make it a double feature?",Joey,neutral,neutral,930,2,7,6,2023-05-02 00:02:21.304,2023-05-02 00:02:23.142,1.838
9297,Whatd you rent?,Chandler,neutral,neutral,930,3,7,6,2023-05-02 00:02:23.351,2023-05-02 00:02:24.601,1.25
9298,Die Hard 2,Joey,neutral,neutral,930,4,7,6,2023-05-02 00:02:25.186,2023-05-02 00:02:27.187,2.0010000000000003
9299,"Joey, this is",Chandler,neutral,neutral,930,5,7,6,2023-05-02 00:02:28.189,2023-05-02 00:02:30.107,1.9180000000000001
9300,"Oh, well we watch it a second time and its",Joey,neutral,neutral,930,6,7,6,2023-05-02 00:02:31.526,2023-05-02 00:02:35.571,4.045
9301,"Joey, we",Ross,neutral,neutral,930,7,7,6,2023-05-02 00:02:36.698,2023-05-02 00:02:37.510,0.812
9302,And?,Joey,neutral,neutral,930,8,7,6,2023-05-02 00:02:37.510,2023-05-02 00:02:39.472,1.9620000000000002
9303,And itll be cool to see it again! Yeah!,Ross,joy,positive,930,9,7,6,2023-05-02 00:02:39.617,2023-05-02 00:02:41.702,2.085
9304,Die Hard,Ross,neutral,neutral,930,10,7,6,2023-05-02 00:02:41.870,2023-05-02 00:02:44.705,2.835
9305,"Dude, you didnt say",Ross,neutral,neutral,930,11,7,6,2023-05-02 00:02:46.374,2023-05-02 00:02:48.375,2.0010000000000003
9306,"Yeah, I just got uh, got plans.",Chandler,neutral,neutral,930,12,7,6,2023-05-02 00:02:51.504,2023-05-02 00:02:53.839,2.335
9307,"Well, John McClane had plans!",Ross,anger,negative,930,13,7,6,2023-05-02 00:02:54.007,2023-05-02 00:02:57.342,3.3350000000000004
9309,What are you talking about? Bitch.,Joey,anger,negative,930,15,7,6,2023-05-02 00:03:05.310,2023-05-02 00:03:08.020,2.71
9310,I know you botched that operation on purpose.,Joey/Drake,joy,positive,931,0,9,11,2023-05-02 00:22:41.360,2023-05-02 00:22:43.694,2.334
9311,"I can't prove    it yet, but when I do, you'll be going to jail for murder.",Joey/Drake,anger,negative,931,1,9,11,2023-05-02 00:22:43.862,2023-05-02 00:22:48.074,4.212000000000001
9312,I don't care if you    are my brother.,Joey/Drake,disgust,negative,931,2,9,11,2023-05-02 00:22:48.241,2023-05-02 00:22:49.909,1.6680000000000001
9313,"Good for you! And hey, I thought your paper on punctuated equilibrium    in the Devonian era was top notch!",Phoebe,joy,positive,932,0,9,20,2023-05-02 00:22:01.767,2023-05-02 00:22:06.688,4.921
9314,Stop going through my stuff !,Ross,anger,negative,932,1,9,20,2023-05-02 00:22:06.855,2023-05-02 00:22:08.857,2.0020000000000002
9315,Hey!,Rachel,joy,positive,932,2,9,20,2023-05-02 00:22:11.943,2023-05-02 00:22:12.585,0.642
9316,Hey!,Monica,joy,positive,932,3,9,20,2023-05-02 00:22:12.585,2023-05-02 00:22:13.253,0.668
9318,"No, you can't! Friends hooking up is a bad idea.",Monica,fear,negative,932,5,9,20,2023-05-02 00:22:18.575,2023-05-02 00:22:22.037,3.462
9319,"Please, what about you and Chandler?",Rachel,anger,negative,932,6,9,20,2023-05-02 00:22:22.204,2023-05-02 00:22:24.247,2.043
9320,That's different! I was drunk and stupid!,Monica,anger,negative,932,7,9,20,2023-05-02 00:22:24.414,2023-05-02 00:22:27.375,2.9610000000000003
9321,Well hello !,Rachel,anger,negative,932,8,9,20,2023-05-02 00:22:27.542,2023-05-02 00:22:29.878,2.3360000000000003
9323,"I could, I could but I don't want to! I want to kiss Joey!",Rachel,anger,negative,932,10,9,20,2023-05-02 00:22:37.177,2023-05-02 00:22:40.722,3.5450000000000004
9324,Alright . I think it's a big mistake but it's your decision.,Monica,neutral,neutral,932,11,9,20,2023-05-02 00:22:41.389,2023-05-02 00:22:45.393,4.0040000000000004
9325,I'm gonna do it.,Rachel,joy,positive,932,12,9,20,2023-05-02 00:22:50.148,2023-05-02 00:22:51.274,1.1260000000000001
9326,And I can't stop you.,Monica,neutral,neutral,932,13,9,20,2023-05-02 00:22:51.441,2023-05-02 00:22:52.943,1.502
9327,No.,Rachel,neutral,neutral,932,14,9,20,2023-05-02 00:22:52.943,2023-05-02 00:22:54.407,1.4640000000000002
9328,"Hey Rach, have you seen Charlie anywhere?",Ross,neutral,neutral,932,15,9,20,2023-05-02 00:23:07.457,2023-05-02 00:23:10.710,3.253
9329,I'm smarter than,Ross,neutral,neutral,932,16,9,20,2023-05-02 00:23:16.466,2023-05-02 00:23:18.844,2.378
9330,"Oh, hey, Gunther, check this out.",Ross,joy,positive,933,0,6,12,2023-05-02 00:09:51.382,2023-05-02 00:09:54.467,3.0850000000000004
9331,"Yeah, that-that Chandler cracks me up.",Gunther,joy,positive,933,1,6,12,2023-05-02 00:09:57.179,2023-05-02 00:09:59.681,2.5020000000000002
9332,"Hey Ross, listen, you want anything to drink, cause Im heading up there.",Joey,neutral,neutral,933,2,6,12,2023-05-02 00:10:03.853,2023-05-02 00:10:06.813,2.96
9333,"Uh, yeah, Ill take a coffee. Thanks, man.",Ross,neutral,neutral,933,3,6,12,2023-05-02 00:10:07.231,2023-05-02 00:10:09.441,2.21
9334,Sure.  Coffee? Cause Im going up there.,Joey,joy,positive,933,4,6,12,2023-05-02 00:10:11.527,2023-05-02 00:10:13.069,1.542
9335,No.,Rachel,neutral,neutral,933,5,6,12,2023-05-02 00:10:13.279,2023-05-02 00:10:13.951,0.672
9336,"No, thank you.",Monica,neutral,neutral,933,6,6,12,2023-05-02 00:10:13.951,2023-05-02 00:10:14.581,0.63
9337,"You guys need anything, cause Im heading up there.",Joey,neutral,neutral,933,7,6,12,2023-05-02 00:10:16.032,2023-05-02 00:10:18.491,2.459
9338,Id love an ice water.,Woman,neutral,neutral,933,8,6,12,2023-05-02 00:10:18.951,2023-05-02 00:10:20.243,1.292
9339,You got it.,Joey,neutral,neutral,933,9,6,12,2023-05-02 00:10:20.494,2023-05-02 00:10:21.995,1.5010000000000001
9340,"Joey, what are you doing?",Monica,surprise,negative,933,10,6,12,2023-05-02 00:10:23.372,2023-05-02 00:10:24.706,1.334
9341,Just being friendly.,Joey,anger,negative,933,11,6,12,2023-05-02 00:10:24.957,2023-05-02 00:10:26.291,1.334
9342,"Joey, honey, I dont think youre supposed to go back there.",Rachel,anger,negative,933,12,6,12,2023-05-02 00:10:28.544,2023-05-02 00:10:31.046,2.5020000000000002
9343,"Nah, its okay. Right, Gunther?",Joey,neutral,neutral,933,13,6,12,2023-05-02 00:10:31.297,2023-05-02 00:10:33.256,1.959
9344,Dont wink at me. And put on your apron.,Gunther,anger,negative,933,14,6,12,2023-05-02 00:10:34.508,2023-05-02 00:10:39.304,4.796
9345,"Okay, but I dont see you asking any other paying customers to put on aprons.",Joey,sadness,negative,933,15,6,12,2023-05-02 00:10:42.767,2023-05-02 00:10:46.394,3.6270000000000002
9346,"Joey, do you work here?",Monica,surprise,negative,933,16,6,12,2023-05-02 00:10:47.730,2023-05-02 00:10:49.732,2.0020000000000002
9347,No.,Joey,neutral,neutral,933,17,6,12,2023-05-02 00:10:49.732,2023-05-02 00:10:50.504,0.772
9348,"Hey, waiter.",Customer,neutral,neutral,933,18,6,12,2023-05-02 00:10:50.691,2023-05-02 00:10:51.359,0.668
9349,Yeah?,Joey,neutral,neutral,933,19,6,12,2023-05-02 00:10:51.359,2023-05-02 00:10:52.255,0.896
9350,"Youve reached Monica and Chandlers, if youre listening to this message, were probably screening.  Yeah we are.",Chandler,neutral,neutral,934,0,6,22,2023-05-02 00:09:33.364,2023-05-02 00:09:35.824,2.46
9351,"Hi, this is Heldi from the Morgan Chase museum.",The Museum Official,neutral,neutral,934,1,6,22,2023-05-02 00:09:38.911,2023-05-02 00:09:41.621,2.71
9352,Im calling for Monica Geller.,The Museum Official,neutral,neutral,934,2,6,22,2023-05-02 00:09:41.789,2023-05-02 00:09:43.498,1.709
9355,Thank you.,Monica,neutral,neutral,935,0,5,23,2023-05-02 00:16:13.347,2023-05-02 00:16:15.016,1.669
9356,Thanks.,Phoebe,neutral,neutral,935,1,5,23,2023-05-02 00:16:15.016,2023-05-02 00:16:15.168,0.152
9357,I can't believe this! This is like the worst night ever!,Monica,anger,negative,935,2,5,23,2023-05-02 00:16:15.683,2023-05-02 00:16:19.102,3.419
9360,So go fix it!,Phoebe,neutral,neutral,935,5,5,23,2023-05-02 00:16:36.370,2023-05-02 00:16:38.329,1.959
9361,Go find Chandler!,Phoebe,neutral,neutral,935,6,5,23,2023-05-02 00:16:38.580,2023-05-02 00:16:39.957,1.377
9362,He's probably up in your room!,Phoebe,sadness,negative,935,7,5,23,2023-05-02 00:16:39.957,2023-05-02 00:16:41.327,1.37
9363,Tell him that you're sorry and that you love him.,Phoebe,anger,negative,935,8,5,23,2023-05-02 00:16:41.500,2023-05-02 00:16:43.376,1.8760000000000001
9364,Y'know what? You're right Phoebe. You're right. Thank you!,Monica,joy,positive,935,9,5,23,2023-05-02 00:16:43.919,2023-05-02 00:16:47.338,3.419
9365,"Sure!   Yeah! Las Vegas, number one!",Phoebe,joy,positive,935,10,5,23,2023-05-02 00:16:48.590,2023-05-02 00:16:51.884,3.294
9366,Anybody lose this?,Monica,neutral,neutral,935,11,5,23,2023-05-02 00:17:01.645,2023-05-02 00:17:04.063,2.418
9368,Hmm.,Monica,neutral,neutral,935,13,5,23,2023-05-02 00:17:16.744,2023-05-02 00:17:18.369,1.625
9369,Do you remember where the duck food is?,Rachel,neutral,neutral,936,0,4,23,2023-05-02 00:20:19.301,2023-05-02 00:20:21.344,2.043
9370,"Yeah, its in the guys apartment under the sink. Why?",Phoebe,surprise,negative,936,1,4,23,2023-05-02 00:20:21.511,2023-05-02 00:20:24.263,2.7520000000000002
9371,Because Im going to London.,Rachel,neutral,neutral,936,2,4,23,2023-05-02 00:20:24.431,2023-05-02 00:20:26.474,2.043
9372,What?! What do you mean youre going to London?,Phoebe,surprise,negative,936,3,4,23,2023-05-02 00:20:26.642,2023-05-02 00:20:28.893,2.2510000000000003
9373,"Yeah, I have to tell Ross that I love him.",Rachel,neutral,neutral,936,4,4,23,2023-05-02 00:20:29.061,2023-05-02 00:20:31.020,1.959
9374,"Now honey, you take care, you dont have those babies until I get back.",Rachel,neutral,neutral,936,5,4,23,2023-05-02 00:20:31.188,2023-05-02 00:20:34.815,3.6270000000000002
9375,"IRachel, you cant go! Ross loves Emily!",Phoebe,fear,negative,936,6,4,23,2023-05-02 00:20:35.692,2023-05-02 00:20:37.735,2.043
9376,"Yeah, I know, I know, I know he does.",Rachel,fear,negative,936,7,4,23,2023-05-02 00:20:37.903,2023-05-02 00:20:39.155,1.252
9377,But I have to tell him how I feel!,Rachel,sadness,negative,936,8,4,23,2023-05-02 00:20:39.155,2023-05-02 00:20:41.060,1.905
9378,He deserves to have all the information and then he can make an informed decision.,Rachel,neutral,neutral,936,9,4,23,2023-05-02 00:20:41.156,2023-05-02 00:20:45.451,4.295
9379,Thats not why youre going!,Phoebe,sadness,negative,936,10,4,23,2023-05-02 00:20:45.619,2023-05-02 00:20:48.829,3.2100000000000004
9381,"Forget that British chippy.""",Phoebe,sadness,negative,936,12,4,23,2023-05-02 00:20:48.997,2023-05-02 00:20:52.792,3.7950000000000004
9382,OhhDo you think he will?!,Rachel,surprise,positive,936,13,4,23,2023-05-02 00:20:54.169,2023-05-02 00:20:55.211,1.042
9383,No!,Phoebe,sadness,negative,936,14,4,23,2023-05-02 00:20:55.379,2023-05-02 00:20:58.401,3.0220000000000002
9384,Because hes in love with the British chippy!,Phoebe,sadness,negative,936,15,4,23,2023-05-02 00:20:58.401,2023-05-02 00:20:59.220,0.8190000000000001
9385,"Look, Rachel, if you go, youre just gonna mess with his head and ruin his wedding!",Phoebe,anger,negative,936,16,4,23,2023-05-02 00:21:00.467,2023-05-02 00:21:04.720,4.253
9386,"Yknow, its too late!",Phoebe,anger,negative,936,17,4,23,2023-05-02 00:21:04.888,2023-05-02 00:21:07.440,2.552
9387,You missed youre chance!,Phoebe,sadness,negative,936,18,4,23,2023-05-02 00:21:07.440,2023-05-02 00:21:07.577,0.137
9391,So is everybody here?,Ross,neutral,neutral,937,0,8,12,2023-05-02 00:21:14.481,2023-05-02 00:21:16.066,1.5850000000000002
9392,I got here a little early myself.,Ross,neutral,neutral,937,1,8,12,2023-05-02 00:21:16.066,2023-05-02 00:21:19.413,3.3470000000000004
9393,Let us begin.,Ross,neutral,neutral,937,2,8,12,2023-05-02 00:21:19.528,2023-05-02 00:21:20.528,1.0
9395,Here.,Ross,neutral,neutral,937,4,8,12,2023-05-02 00:21:29.288,2023-05-02 00:21:29.850,0.562
9396,Here.,Ross,neutral,neutral,937,5,8,12,2023-05-02 00:21:29.850,2023-05-02 00:21:30.931,1.081
9397,Now as for the hydrosaurs,Ross,neutral,neutral,937,6,8,12,2023-05-02 00:21:35.752,2023-05-02 00:21:38.713,2.9610000000000003
9399,"Ive ah, Ive recently learned whats it like to be on your side of it, and Im sorry.",Joey,sadness,negative,938,1,3,20,2023-05-02 00:22:04.573,2023-05-02 00:22:06.741,2.168
9400,"So, do you think you can forgive me?",Joey,sadness,negative,938,2,3,20,2023-05-02 00:22:07.826,2023-05-02 00:22:10.536,2.71
9401,Great.,Joey,joy,positive,938,3,3,20,2023-05-02 00:22:11.747,2023-05-02 00:22:12.248,0.501
9402,Thanks.,Joey,joy,positive,938,4,3,20,2023-05-02 00:22:12.248,2023-05-02 00:22:13.805,1.5570000000000002
9403,"Okay, bye.",Joey,neutral,neutral,938,5,3,20,2023-05-02 00:22:13.915,2023-05-02 00:22:16.083,2.168
9404,"Hello, Jennifer?",Joey,neutral,neutral,938,6,3,20,2023-05-02 00:22:23.925,2023-05-02 00:22:25.676,1.7510000000000001
9405,"Oh hi, Mrs. Loreo, is Jennifer there?",Joey,surprise,positive,938,7,3,20,2023-05-02 00:22:25.844,2023-05-02 00:22:28.596,2.7520000000000002
9406,"Oh, shes not home huh?",Joey,surprise,negative,938,8,3,20,2023-05-02 00:22:28.764,2023-05-02 00:22:30.723,1.959
9407,"Well ah, actually I kinda need to talk to you too.",Joey,neutral,neutral,938,9,3,20,2023-05-02 00:22:31.308,2023-05-02 00:22:35.811,4.503
9408,Hey!,Phoebe,anger,negative,939,0,9,1,2023-05-02 00:05:55.104,2023-05-02 00:05:55.786,0.682
9409,Hi.,Rachel,neutral,neutral,939,1,9,1,2023-05-02 00:05:55.786,2023-05-02 00:05:56.790,1.004
9410,Are you all right?,Phoebe,neutral,neutral,939,2,9,1,2023-05-02 00:05:56.898,2023-05-02 00:06:01.193,4.295
9411,Uhh… I think I just got engaged.,Rachel,fear,negative,939,3,9,1,2023-05-02 00:06:01.361,2023-05-02 00:06:03.843,2.482
9412,Oh my God! He did it?,Phoebe,surprise,positive,939,4,9,1,2023-05-02 00:06:03.843,2023-05-02 00:06:05.714,1.8710000000000002
9413,Well…did you know he was gonna ask me?,Rachel,joy,positive,939,5,9,1,2023-05-02 00:06:05.865,2023-05-02 00:06:07.991,2.1260000000000003
9414,Are you kidding?,Phoebe,surprise,positive,939,6,9,1,2023-05-02 00:06:08.159,2023-05-02 00:06:08.994,0.8350000000000001
9415,I’m like the one who talked him into it.,Phoebe,joy,positive,939,7,9,1,2023-05-02 00:06:08.994,2023-05-02 00:06:12.610,3.616
9416,I  like to think of myself as the puppet master of the group.,Phoebe,sadness,negative,939,8,9,1,2023-05-02 00:06:12.705,2023-05-02 00:06:16.500,3.7950000000000004
9417,And you really think this is a good idea?,Rachel,sadness,negative,939,9,9,1,2023-05-02 00:06:17.835,2023-05-02 00:06:21.546,3.7110000000000003
9419,I just don’t know! It just doesn’t feel right.,Rachel,sadness,negative,939,11,9,1,2023-05-02 00:06:28.513,2023-05-02 00:06:31.181,2.668
9420,"Why?! You two are so meant to be together, everybody thinks  so.",Phoebe,surprise,positive,939,12,9,1,2023-05-02 00:06:31.391,2023-05-02 00:06:35.018,3.6270000000000002
9421,Really?! Even Ross?,Rachel,surprise,negative,939,13,9,1,2023-05-02 00:06:35.186,2023-05-02 00:06:37.646,2.46
9422,Especially Ross!,Phoebe,joy,positive,939,14,9,1,2023-05-02 00:06:38.815,2023-05-02 00:06:41.066,2.2510000000000003
9425,"There he goes, your fiancée.",Phoebe,joy,positive,939,17,9,1,2023-05-02 00:07:00.545,2023-05-02 00:07:03.755,3.2100000000000004
9426,I guess so.,Rachel,neutral,neutral,939,18,9,1,2023-05-02 00:07:05.049,2023-05-02 00:07:07.217,2.168
9427,Although he does play with himself in his sleep.,Phoebe,neutral,neutral,939,19,9,1,2023-05-02 00:07:07.718,2023-05-02 00:07:09.928,2.21
9428,I can’t say that I’m surprised.,Rachel,neutral,neutral,939,20,9,1,2023-05-02 00:07:10.138,2023-05-02 00:07:11.972,1.834
9429,"Oh, that is so unfortunate.",Phoebe,sadness,negative,940,0,3,6,2023-05-02 00:01:52.904,2023-05-02 00:01:54.786,1.8820000000000001
9430,What?,Ross,neutral,neutral,940,1,3,6,2023-05-02 00:01:54.786,2023-05-02 00:01:55.508,0.7220000000000001
9431,Cute naked guy is really starting to put on weight.,Phoebe,joy,positive,940,2,3,6,2023-05-02 00:01:55.698,2023-05-02 00:01:58.325,2.6270000000000002
9433,You didnt leave lipstick marks on the phone.,Phoebe,neutral,neutral,940,4,3,6,2023-05-02 00:02:06.709,2023-05-02 00:02:08.460,1.7510000000000001
9434,"Oh, then it mustve been you. Bye.",Monica,neutral,neutral,940,5,3,6,2023-05-02 00:02:08.628,2023-05-02 00:02:12.214,3.5860000000000003
9436,"Hey, y'know while were on that, when are you gonna tell my sister that you dont live here anymore.",Ross,neutral,neutral,940,7,3,6,2023-05-02 00:02:18.930,2023-05-02 00:02:22.516,3.5860000000000003
9438,Adiós.,Julio,neutral,neutral,941,1,3,12,2023-05-02 00:05:35.376,2023-05-02 00:05:37.502,2.1260000000000003
9440,"Look Julio, someone left their book here.",Monica,surprise,negative,941,2,3,12,2023-05-02 00:05:48.222,2023-05-02 00:05:50.807,2.585
9441,"Ah actually, that is mine.",Julio,neutral,neutral,941,3,3,12,2023-05-02 00:05:50.975,2023-05-02 00:05:52.726,1.7510000000000001
9442,"Oh yeah, what are you reading?",Monica,neutral,neutral,941,4,3,12,2023-05-02 00:05:52.894,2023-05-02 00:05:55.812,2.918
9443,"Flowers of Evil, by Beaudalire. Have you read it?",Julio,neutral,neutral,941,5,3,12,2023-05-02 00:05:55.980,2023-05-02 00:05:59.524,3.544
9444,"Have I read it?  No, are you enjoying it?",Monica,neutral,neutral,941,6,3,12,2023-05-02 00:06:03.654,2023-05-02 00:06:05.864,2.21
9445,"I thought I would, but the translation's no good.",Julio,neutral,neutral,941,7,3,12,2023-05-02 00:06:07.158,2023-05-02 00:06:09.951,2.793
9446,Your a poet and don't know it.,Monica,neutral,neutral,941,8,3,12,2023-05-02 00:06:11.329,2023-05-02 00:06:13.080,1.7510000000000001
9447,"Actually I ah, I am a poet.",Julio,neutral,neutral,941,9,3,12,2023-05-02 00:06:16.959,2023-05-02 00:06:20.212,3.253
9450,Mine?  Right here?,Monica,neutral,neutral,941,12,3,12,2023-05-02 00:06:46.030,2023-05-02 00:06:47.656,1.6260000000000001
9451,I can write an epic poem about this lip.,Julio,joy,positive,941,13,3,12,2023-05-02 00:06:48.950,2023-05-02 00:06:53.453,4.503
9453,"Last stop, Montreal. This stop is Montreal.",The Conductor,neutral,neutral,942,0,4,10,2023-05-02 00:19:52.107,2023-05-02 00:19:56.944,4.837000000000001
9454,What?,Ross,surprise,negative,942,1,4,10,2023-05-02 00:19:59.823,2023-05-02 00:20:01.282,1.459
9456,What?,Ross,surprise,negative,942,3,4,10,2023-05-02 00:20:14.796,2023-05-02 00:20:15.963,1.167
9457,Were at my stop. But would you like to have coffee?,Woman On Train,neutral,neutral,942,4,4,10,2023-05-02 00:20:17.174,2023-05-02 00:20:20.426,3.2520000000000002
9458,Are we really in Montreal?!,Ross,surprise,negative,942,5,4,10,2023-05-02 00:20:24.640,2023-05-02 00:20:26.349,1.709
9459,"Yes we are. So, coffee?",Woman On Train,neutral,neutral,942,6,4,10,2023-05-02 00:20:26.808,2023-05-02 00:20:29.685,2.8770000000000002
9461,"Oh, no. But its just a two hour ferry ride to Nova Scotia.",Woman On Train,neutral,neutral,942,8,4,10,2023-05-02 00:20:39.738,2023-05-02 00:20:43.449,3.7110000000000003
9462,"Okay, heres batch 22.",Monica,neutral,neutral,943,0,7,3,2023-05-02 00:13:27.223,2023-05-02 00:13:30.266,3.043
9463,"Oh, maybe thesell taste a little like your grandmothers.",Monica,anger,negative,943,1,7,3,2023-05-02 00:13:30.434,2023-05-02 00:13:32.477,2.043
9464,"This has a little bit of orange peel, but no nutmeg.",Monica,neutral,neutral,943,2,7,3,2023-05-02 00:13:32.645,2023-05-02 00:13:35.396,2.7510000000000003
9465,Lets give it a shot.,Ross,neutral,neutral,943,3,7,3,2023-05-02 00:13:35.564,2023-05-02 00:13:37.482,1.9180000000000001
9467,"Oh, what was that for? Like a bake sale?",Phoebe,surprise,positive,943,4,7,3,2023-05-02 00:13:40.402,2023-05-02 00:13:42.113,1.711
9468,"No, just a Friday night.",Monica,neutral,neutral,943,5,7,3,2023-05-02 00:13:42.113,2023-05-02 00:13:44.177,2.064
9469,Would she?,Phoebe,neutral,neutral,944,0,7,1,2023-05-02 00:14:04.426,2023-05-02 00:14:06.052,1.6260000000000001
9470,Would she?  You ate my candy bar!,Joey,anger,negative,944,1,7,1,2023-05-02 00:14:07.263,2023-05-02 00:14:11.808,4.545
9471,"Oh God, I hate my job, I hate it, I hate my job, I hate it.",Rachel,disgust,negative,945,0,3,11,2023-05-02 00:04:38.319,2023-05-02 00:04:40.737,2.418
9472,"I know honey, Im sorry.",Monica,sadness,negative,945,1,3,11,2023-05-02 00:04:40.947,2023-05-02 00:04:42.572,1.625
9475,"Oh honey, come on, Im sorry, I didnt....",Rachel,sadness,negative,945,4,3,11,2023-05-02 00:05:03.094,2023-05-02 00:05:05.762,2.668
9477,Hi! Is my misery amusing to you?,Rachel,anger,negative,945,6,3,11,2023-05-02 00:05:16.691,2023-05-02 00:05:19.735,3.044
9478,"Im sorry, I wa, I wa, I was just ah....",Guy,fear,negative,945,7,3,11,2023-05-02 00:05:19.902,2023-05-02 00:05:22.779,2.8770000000000002
9479,"Its not funny, this is actually my job.",Rachel,anger,negative,945,8,3,11,2023-05-02 00:05:22.947,2023-05-02 00:05:25.073,2.1260000000000003
9481,"Oh well then, so Im just going to go back to talking to my friend here.",Rachel,joy,positive,945,10,3,11,2023-05-02 00:05:30.496,2023-05-02 00:05:34.875,4.3790000000000004
9482,And you can go back to enjoying your little hamburger.,Rachel,joy,positive,945,11,3,11,2023-05-02 00:05:35.043,2023-05-02 00:05:38.086,3.043
9483,"Ah, just one other thing.",Guy,neutral,neutral,945,12,3,11,2023-05-02 00:05:39.464,2023-05-02 00:05:41.258,1.794
9484,Yes?!,Rachel,joy,positive,945,13,3,11,2023-05-02 00:05:41.258,2023-05-02 00:05:42.826,1.568
9485,"I ah, I work at",Guy,neutral,neutral,945,14,3,11,2023-05-02 00:05:42.925,2023-05-02 00:05:44.509,1.584
9486,Do you want my pickle?,Rachel,neutral,neutral,945,15,3,11,2023-05-02 00:05:51.017,2023-05-02 00:05:52.267,1.25
9487,Do you think they have yesterday's daily news?,Phoebe,neutral,neutral,946,0,1,11,2023-05-02 00:00:02.377,2023-05-02 00:00:04.545,2.168
9488,Why?,Monica,surprise,negative,946,1,1,11,2023-05-02 00:00:04.713,2023-05-02 00:00:05.095,0.382
9489,"Just wanna check my horoscope, see if it was right.",Phoebe,neutral,neutral,946,2,1,11,2023-05-02 00:00:05.095,2023-05-02 00:00:06.762,1.667
9490,Oh my God.,Monica,surprise,positive,946,3,1,11,2023-05-02 00:00:09.968,2023-05-02 00:00:13.681,3.713
9491,Phoebe.,Monica,neutral,neutral,946,4,1,11,2023-05-02 00:00:13.681,2023-05-02 00:00:13.820,0.139
9493,"Where?  Ooh, come to Momma.",Phoebe,joy,positive,946,6,1,11,2023-05-02 00:00:17.058,2023-05-02 00:00:21.103,4.045
9494,"He's coming. Be cool, be cool, be cool.",Monica,anger,negative,946,7,1,11,2023-05-02 00:00:21.771,2023-05-02 00:00:24.106,2.335
